02-2023
-8,60;BYN;05.05.2022
-59,11;BYN;04.05.2022
-20,00;BYN;04.05.2022
-86,24;BYN;04.05.2022
-30,00;BYN;04.05.2022
-38,89;BYN;04.05.2022
-7,60;BYN;04.05.2022
-6,18;BYN;04.05.2022
-1063,60;BYN;04.05.2022
-30,00;BYN;04.05.2022
-40,00;BYN;04.05.2022
-20,00;BYN;04.05.2022
04-2022
-46,88;BYN;29.04.2022
0,01;BYN;29.04.2022
-54,80;BYN;29.04.2022
-24,99;BYN;29.04.2022
-9,98;BYN;29.04.2022
-5,73;BYN;28.04.2022
-42,90;BYN;28.04.2022
-14,36;BYN;28.04.2022
-45,00;BYN;27.04.2022
-186,67;BYN;27.04.2022
-55,50;BYN;27.04.2022
-36,00;BYN;27.04.2022
-29,76;BYN;27.04.2022
-51,00;BYN;26.04.2022
-5,49;BYN;26.04.2022
-172,20;BYN;26.04.2022
-39,14;BYN;26.04.2022
-46,92;BYN;26.04.2022
-38,57;BYN;26.04.2022
-31,10;BYN;26.04.2022
5430,95;BYN;25.04.2022
-30,00;BYN;25.04.2022
-45,20;BYN;25.04.2022
-80,00;BYN;25.04.2022
-29,97;BYN;22.04.2022
-20,70;BYN;22.04.2022
-32,27;BYN;21.04.2022
-46,20;BYN;21.04.2022
-12,60;BYN;21.04.2022
-7,70;BYN;20.04.2022
-52,75;BYN;20.04.2022
-44,80;BYN;20.04.2022
-9,81;BYN;20.04.2022
-8,10;BYN;20.04.2022
-27,91;BYN;20.04.2022
-180,00;BYN;19.04.2022
-5,00;BYN;19.04.2022
-6,16;BYN;19.04.2022
-5,50;BYN;19.04.2022
-90,47;BYN;19.04.2022
-20,84;BYN;19.04.2022
-52,06;BYN;18.04.2022
-5,00;BYN;18.04.2022
-8,00;BYN;18.04.2022
-6,40;BYN;18.04.2022
-16,46;BYN;18.04.2022
-38,98;BYN;18.04.2022
-6,70;BYN;18.04.2022
-4,81;BYN;15.04.2022
-20,00;BYN;15.04.2022
-40,51;BYN;14.04.2022
-48,80;BYN;14.04.2022
-32,68;BYN;14.04.2022
-4,45;BYN;13.04.2022
-79,96;BYN;13.04.2022
-40,34;BYN;13.04.2022
-112,43;BYN;13.04.2022
-30,00;BYN;13.04.2022
-8,36;BYN;12.04.2022
-28,49;BYN;12.04.2022
-36,70;BYN;12.04.2022
-27,53;BYN;12.04.2022
-41,10;BYN;11.04.2022
-6,60;BYN;11.04.2022
-37,70;BYN;11.04.2022
-4,45;BYN;11.04.2022
-7,10;BYN;11.04.2022
-58,64;BYN;11.04.2022
-14,61;BYN;08.04.2022
-6,10;BYN;08.04.2022
-37,30;BYN;08.04.2022
-6,68;BYN;08.04.2022
-6,60;BYN;08.04.2022
-21,85;BYN;08.04.2022
-0,80;BYN;07.04.2022
-30,00;BYN;07.04.2022
-26,32;BYN;07.04.2022
